Dataset,Group,Model,Category,TNNT-Category,Entity,COR,INC,PAR,SPU,MIS,IGN
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","the studio",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","a funeral tent",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","the village",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","terrain surrounding Raqqah",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","U. S. Iraq",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","South",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL","damaged homes",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Office of Museums",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","families",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","all Syrians",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Secret Library on Radio",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","independent media",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Iraqi government forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Many of his comrades",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","its partners on the ground",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the G7",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the insurgency",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the area ' s Muslims",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","HMS Ocean.",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","international heritage experts",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","US Secretary of State",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UNESCO World Heritage Site",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Iraqi soldiers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Iraqi military officials",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Maintenance Group",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian democratic forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Small Group",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","The Coalition",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","his government",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","WMF",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","DAESH",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","EU markets",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","international partners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Jordanians",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ourselves",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the international coalition",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","their fighters",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Navy",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Future of Babylon",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian regime aircrew",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","all political parties",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ISIL tactical unit",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","all communities",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Combined Joint Forces Land Component Command Operation Inherent Resolve",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","prisoners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","guarantors of the ceasefire",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","coalition forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","at least 35 more innocent civilians",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","our Kurdish partners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Some members",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Hotbird",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Defence",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","friends",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Marea",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","our international",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Army",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","other perpetrators of human rights abuses",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","CJTF",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","young Iraqis",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian government forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","them",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Shi",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","U. S. Air Force",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","an aid convoy",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","these brutal terrorists",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","an interagency delegation",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Asad regime",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the global coalition",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","this terrorist organization",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Foreign Office",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian news agency Sana",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","its allies",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","residents",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","foreign insurgents",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Also",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Global Coalition to Counter ISIL",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Reuters news agency",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Jordanian intelligence officers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ا ل س و م ر ي ة ن ي و ز",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Named by Coalition Commanders",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Iraqi security forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","HotBird",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","The Department",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Islamic State of Iraq",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Exercise Eager Lion",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Netherlands",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","VBIEDs",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","United States Treasury Department",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","an inclusive Government",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Ministerial",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Army Special Operations Command Public Affairs Office",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","VBIED",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Chapter",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ODE",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Special Advisor",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN Security Council",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","The European Union",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the people of Syria",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","DFAT",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Book of Revelation",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Iraqi Security Forces",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","CENTCOM",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","this expeditionary fighter squadron",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the international community",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the so - called caliphate",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","our Coalition partners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the people who use Syria ' s Secret Library",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UNSC",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Vermont Air National Guard",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","refugees",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the business",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Chief of Plans",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","SDF forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN Independent Commission of Inquiry CoI",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","TV",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","three women and three children",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","group of other people",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Brig",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","a common enemy",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Al Qa",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ISIL",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","their local governments",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ISIL terrorists",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","15 civilians",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","his family ' s shops",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","foreign and defense ministers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","ARW",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","this barbaric group",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","terrorist organisation",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian children",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Iraqi population",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the local forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the group",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","About",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","journalists",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the civilian workforce",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","senior regional government officials",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","foreign militias",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Operation Matador",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN commission of Inquiry",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Mansurah Arabic",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Züblin",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian universities",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","soldiers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Counter ISIL Coalition",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","partner forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the G - 20 Interfaith Conference",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Israel",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Ninety Four Citizen Airmen",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the people of Iraq",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","allies",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","an ISIL tactical unit",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Islamic State",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","medical workers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian Government",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Syrian parties",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","students",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","they",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Voganlei",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","reporters",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","other Coalition forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Human Rights Council",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","civil society",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","our allies and friends",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the fighters",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the victims",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the UN",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the families of the victims",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Radio 4",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the aid convoy",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","60 civilians",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN Security Council Resolution",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","government and pro - Assad forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","defense ministers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","our forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Battalion",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","AEG",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Refugees",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN human rights staff",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the perpetrators",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","unit",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Iraqi forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the SBAH",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","National Symphony Orchestra",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Jaish al Ta",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","FS Forbin",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the terrorists associated with ISIL",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Iraqi Army",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the camp ’ s residents",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Alsumaria News Arabic",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Coalition partners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Canada",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","local people",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","organisations",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Secretary of State",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","United Nations Security Council Committee",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Iraqi mission",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","shabiha militias",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Defense Department",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","War Committee",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Coalition advisers",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UAV",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","emergency first responders",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","allies and partners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Security Council",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","their Hezbollah allies",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","SNCOs",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian Democratic Forces",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Islamic Association in Brandbergen",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the people of Mosul",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Din Province",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","other partners",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","residents of Mosul",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","tactical units",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","his family",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","all Iraqi leaders",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","U. S. Secretary of State Kerry",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","DoD",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Ghuraba Brigades",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UN High Commissioner for Human Rights",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","State Board of Antiquities",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","its communities",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Navy Special Warfare Operator",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","children and women",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the Syrian Democratic Forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Foreign Secretary",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","SRTF",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Amphibious Task Group",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","AQI",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","State Department",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Armed Forces",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","regional and international nations",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","200 others",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Karim ' s own family",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","the regime",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Air Expeditionary Group",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","enemy forces",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","U. S. Embassy Charge d Affaires",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Defense Ash Carter",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Air Reserve Component",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","U. S. Secretary of State",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Syrian Democratic Forces . The UK",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Ramadi Barrage",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Westminster International University",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","Hezbollah movement",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation","UNGA",1,0,0,0,0,0
