Dataset,Group,Model,Category,TNNT-Category,Entity,COR,INC,PAR,SPU,MIS,IGN
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Credit Extension",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","AND Bizexpress Limited",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","DTA",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Bank",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Agent . 6 . 3 Inventory",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Crocs Inc. UNION BANK OF CALIFORNIA",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Mobile Equipment .",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Loan Supplement.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Registered Organizations",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Basic Rate. `` LOAN SUPPLEMENT",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Subscription Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bank Expenses . All Bank Expenses",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower The Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Dominion Terminal Associates",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Paying Agent",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Treasury Note Maturity",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Virginia general partnership",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Advance",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","SVB",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Esquire Fax",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Ashford Hospitality Servicing LLC LOAN SERVICING AGREEMENT Dated",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Account",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","GAAP",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Chief Financial Officer",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower",0,1,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","P. R. China . Whereas , Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Other Equipment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Confidential Information",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","6 Regulatory Compliance . Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Akamai Technologies , Inc. By",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Lenders ' Expenses",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Person.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","PIM ASHFORD VENTURE I",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Marlboro",0,1,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Payment / Advance Form",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","a Borrower Transfer",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","f Investments of Subsidiaries",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Silicon S P Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","B Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","P. R. China Attn",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","a Credit Extension",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","an Affiliate of Ashford",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower to the Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Affiliate",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bank for Borrower '",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Business Locations",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Capital Contributions",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","At Agent '",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","DOMINION TERMINAL ASSOCIATES",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","EVERGREEN SOLAR",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Program Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Issuer in this Loan Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","DOCSTART Subordinated Loan Agreement Silicium de Provence SAS",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","1 Organization",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Agent or Lenders",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Person",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Party 15 . 3 Each Party",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","3 Operation of Project",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","RECITALS A . The Borrower and Bank",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Event of Loss",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bondholder",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Loan Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Manufacturer Loans",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Liens",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Workout Fee",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Flat",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Section 8 . 1 Assignment by Company . The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Effective Date. `` Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","State",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Paul Sagan Title",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","LLC AND ASHFORD HOSPITALITY SERVICING LLC THIS LOAN SERVICING AGREEMENT",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Either Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Property",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Parent Company Guaranty",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Loan Amount for such Equipment Advance",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Trustee",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Commonwealth of Massachusetts , Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Loan Supplement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Obligations",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Federal",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Issuer . The Issuer",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Delaware corporation",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","All Borrower ' s Books",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","GAAP . Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Section . e The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Pension Benefit Guaranty Corporation",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","bank",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Lenders under this Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","OneCLE Business Contracts . DOCSTART Loan Servicing Agreement PIM Ashford Venture I LLC",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Section",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","AUTHORIZATION . Borrower and each Subsidiary",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Arbitral",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bonds . Section 7 . The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Returns . Keep all Inventory",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Pensions",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower under this Loan Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Ashford Hospitality Finance General Partner LLC",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Final Payment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Company of such Unassigned Rights",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Loan . The Loan",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Delaware",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Railroad Service",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Throughput Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Perfection Certificate",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Silicon Valley Bank",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Warranties 3 . 1 Between",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Equipment Advance . If any Financed Equipment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","svb",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Obligations. `` IL Subsidiary",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Works",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Register",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","VP",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Term Loan. `` Loan Documents",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Crocs",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Succursale en France Branch",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","IL Subsidiary",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Equipment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Worksoft",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bizexperss",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Investments of Borrower in any Subsidiary",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Issuer and the Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bonds",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","The Final Payment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Borrower Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Accepted Loan Servicing Practices",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Investments . Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Abbott Building Road Town",0,1,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Transfer",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower and Borrower ' s Books",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Master Ventures and Master Venture",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower or Guarantor",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the `` Board of Arbitration",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Equipment Advance",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","ASSIGNS",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Bonds . The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Accounting Principles Board",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Shanghai Solutions",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Investment.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","this Loan Agreement . The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","The Wall Street Journal",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Inc",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Ship",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Equity Transfer Contract",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bondholders",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Prudential Investment Management",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Lender and Borrower Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Parent Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","UNDERTAKINGS Except",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Immeuble Les Caryatides",0,1,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Term Loan . Each Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","LENDER By : GOLD HILL VENTURE",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Hutchins Drive , P. O . Box 2681GT",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Agent or any Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","SILICIUM DE PROVENCE S. A . S / s / Richard G. Chleboski SIGNED",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Amortization Schedule . Payments",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Lenders ' Expenses . All Lenders ' Expenses",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Committed Equipment Line.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","PIM Ashford Venture I , LLC",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","WARRANTIES Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Commonwealth of Massachusetts",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Directly",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the New Equipment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Vringo , Inc. BIG Center",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","each Term Loan",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Airland International Limited Bizexpress Limited",0,0,0,0,1,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Pollution Control Equipment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Holders",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Lenders and Agent .",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","OR DAMAGE . Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Grace",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","HKIAC",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","2 Expenses The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","PRISA III Fund GP , LLC",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Bondholders . The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Board of Arbitration",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Investment",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Treasury",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Project . The Company",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Gold Hill",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the IL Subsidiary",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","this Loan Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Lenovo AsiaInfo Technologies",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Act",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Wachovia Bank",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","B . Subject",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","PIM",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","The Treasury Note Maturity",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Servicer",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","LLP",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","SUBSIDIARY",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","2 Power It",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Permitted Liens",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Books",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Holder . The Holders",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","UCC Financing Statement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Agent , Lenders and Borrower .",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","8 Litigation Cooperation . From",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the `` Loan Agreement",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Borrower Equity Interest to Lender",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Party",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","INC.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Moody ' s Investors Service",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Massachusetts 02108 Attn",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","The Lender or the Servicer",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Insolvency Proceedings",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Douglas S. Lambell Douglas S. Lambell Title",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Insolvency Proceeding",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Agent with Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","each Credit Extension",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Financial Accounting Standards Board",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","PRISA III Fund LP",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Financed Equipment",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Project and the Bonds",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Borrower and Borrower",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","the Controller of Borrower.",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Remarketing Agent",1,0,0,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","ADMINISTRATION OF THE LOAN",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Accepted Loan Servicing Practices . Subject",0,0,0,1,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Evergreen Solar Inc. 7 December 2007 HERBERT SMITH LOGO . . . . . . . . . . . . . . . . . . . . . . . . . . . .",0,0,1,0,0,0
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation","Prohibited Transaction",0,0,0,1,0,0
